Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
102088;Essen, KG Zollvereinschule;BR DÅsseldorf;Stadt Essen;Essen;6
102106;Essen, GG Gerschede;BR DÅsseldorf;Stadt Essen;Essen;2
102118;Essen, KG Am Krausen BÑumchen;BR DÅsseldorf;Stadt Essen;Essen;2
102120;Essen, KG Josef/ Horst;BR DÅsseldorf;Stadt Essen;Essen;3
102143;Essen, KG Josef/ Kupferdreh;BR DÅsseldorf;Stadt Essen;Essen;1
102155;Essen, GG BÅckmannshofschule;BR DÅsseldorf;Stadt Essen;Essen;4
102179;Essen, KG Cosmas u. Damian;BR DÅsseldorf;Stadt Essen;Essen;2
102180;Essen, KG Bardeleben;BR DÅsseldorf;Stadt Essen;Essen;4
102210;Essen, GG Hinseler Schule;BR DÅsseldorf;Stadt Essen;Essen;1
102234;Essen, GG Schlossschule;BR DÅsseldorf;Stadt Essen;Essen;5
102246;Essen, GG Schiller;BR DÅsseldorf;Stadt Essen;Essen;7
102258;Essen, GG BergmÅhlen;BR DÅsseldorf;Stadt Essen;Essen;9
102260;Essen, GG an der Rahmstra·e;BR DÅsseldorf;Stadt Essen;Essen;7
102271;Essen, GG Meisenburg;BR DÅsseldorf;Stadt Essen;Essen;2
102283;Essen, GG Bonifacius;BR DÅsseldorf;Stadt Essen;Essen;4
102295;Essen, GG Kantschule;BR DÅsseldorf;Stadt Essen;Essen;8
102301;Essen, GG Jacobsallee;BR DÅsseldorf;Stadt Essen;Essen;2
102362;Essen, GG Bodelschwinghschule;BR DÅsseldorf;Stadt Essen;Essen;9
102386;Essen, GG Stadthafen;BR DÅsseldorf;Stadt Essen;Essen;6
102398;Essen, EG Theodor-Heuss;BR DÅsseldorf;Stadt Essen;Essen;2
102404;Essen, GG DÅrer;BR DÅsseldorf;Stadt Essen;Essen;8
102416;Essen, EG KÑthe-Kollwitz-Schule;BR DÅsseldorf;Stadt Essen;Essen;2
102430;Essen, GG Fischlaker Schule;BR DÅsseldorf;Stadt Essen;Essen;2
102453;Essen, GG Peter-Ustinov-Schule;BR DÅsseldorf;Stadt Essen;Essen;8
102465;Essen, GG Hîlting;BR DÅsseldorf;Stadt Essen;Essen;8
102489;Essen, GG an der Waldlehne;BR DÅsseldorf;Stadt Essen;Essen;3
102490;Essen, KG Andreasschule;BR DÅsseldorf;Stadt Essen;Essen;4
102507;Essen, GG Viktoriastr.;BR DÅsseldorf;Stadt Essen;Essen;9
102519;Essen, GG Tuttmann;BR DÅsseldorf;Stadt Essen;Essen;8
102520;Essen, GG Schwanenbuschstr.;BR DÅsseldorf;Stadt Essen;Essen;9
102532;Essen, GG Carl-Funke;BR DÅsseldorf;Stadt Essen;Essen;1
102544;Essen, GG Cranach;BR DÅsseldorf;Stadt Essen;Essen;8
102556;Essen, GG am Reuenberg;BR DÅsseldorf;Stadt Essen;Essen;7
102570;Essen, GG Herder;BR DÅsseldorf;Stadt Essen;Essen;4
102600;Essen, GG Ardey;BR DÅsseldorf;Stadt Essen;Essen;2
102623;Essen, GG Morungenweg;BR DÅsseldorf;Stadt Essen;Essen;5
102635;Essen, GG Maria-Kunigunda;BR DÅsseldorf;Stadt Essen;Essen;8
102647;Essen, GG Montessorischule am Lînsberg;BR DÅsseldorf;Stadt Essen;Essen;1
102659;Essen, GG Karlschule;BR DÅsseldorf;Stadt Essen;Essen;7
102660;Essen, GG Stifts;BR DÅsseldorf;Stadt Essen;Essen;2
102672;Essen, GG Neuessener;BR DÅsseldorf;Stadt Essen;Essen;8
102696;Essen, GG Leither;BR DÅsseldorf;Stadt Essen;Essen;3
102702;Essen, GG Frieden;BR DÅsseldorf;Stadt Essen;Essen;6
102714;Essen, GG Ludgerusschule;BR DÅsseldorf;Stadt Essen;Essen;2
102726;Essen, GG Heckerschule;BR DÅsseldorf;Stadt Essen;Essen;2
102738;Essen, GG Joachimschule;BR DÅsseldorf;Stadt Essen;Essen;9
102740;Essen, GG Im Steeler Rott;BR DÅsseldorf;Stadt Essen;Essen;5
102751;Essen, GG HÅttmann;BR DÅsseldorf;Stadt Essen;Essen;9
102763;Essen, GG Hîvelschule;BR DÅsseldorf;Stadt Essen;Essen;9
102775;Essen, GG Adolf-Reichwein-Schule;BR DÅsseldorf;Stadt Essen;Essen;4
102787;Essen, GG Heinickestr.;BR DÅsseldorf;Stadt Essen;Essen;9
102799;Essen, GG Graf-Spee-Schule;BR DÅsseldorf;Stadt Essen;Essen;4
102805;Essen, GG Gervinus;BR DÅsseldorf;Stadt Essen;Essen;7
102829;Essen, GG Hinsbeckschule;BR DÅsseldorf;Stadt Essen;Essen;2
102830;Essen, GG Berliner Schule;BR DÅsseldorf;Stadt Essen;Essen;9
102842;Essen, GG Kraienbruchschule;BR DÅsseldorf;Stadt Essen;Essen;4
102866;Essen, GG im Bergmannsfeld;BR DÅsseldorf;Stadt Essen;Essen;9
102878;Essen, GG Burgaltendorf;BR DÅsseldorf;Stadt Essen;Essen;1
102880;Krefeld, GG Schule an Haus Rath;BR DÅsseldorf;Stadt Krefeld;Krefeld;3
102891;Krefeld, KG Edith-Stein-Schule;BR DÅsseldorf;Stadt Krefeld;Krefeld;2
102908;Krefeld, KG SollbrÅggenschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;2
102921;Krefeld, KG Kînigshof;BR DÅsseldorf;Stadt Krefeld;Krefeld;3
102945;Krefeld, KG Josefschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;8
102957;Krefeld, GG St. Michael Schule;BR DÅsseldorf;Stadt Krefeld;Krefeld;2
102970;Krefeld, GG Schînwasserschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;4
102982;Krefeld, GG Johansenschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;5
102994;Krefeld, GG Jahnschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;5
103020;Krefeld, GG Mosaikschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;8
103068;Krefeld, GG am Stadtpark Fischeln;BR DÅsseldorf;Stadt Krefeld;Krefeld;6
103070;Krefeld, GG Mariannenschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;9
103081;Krefeld, GG Buscher Holzweg;BR DÅsseldorf;Stadt Krefeld;Krefeld;1
103100;Krefeld, GG Heinrich;BR DÅsseldorf;Stadt Krefeld;Krefeld;3
103111;Krefeld, GG SÅd;BR DÅsseldorf;Stadt Krefeld;Krefeld;2
103123;Krefeld, GG Paul Gerhardt;BR DÅsseldorf;Stadt Krefeld;Krefeld;3
103135;Krefeld, GG Geschwister Scholl;BR DÅsseldorf;Stadt Krefeld;Krefeld;3
103147;Krefeld, GG Pestalozzi Schule;BR DÅsseldorf;Stadt Krefeld;Krefeld;4
103159;Krefeld, GG Lindenschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;6
103160;Krefeld, GG BrÅder-Grimm-Schule;BR DÅsseldorf;Stadt Krefeld;Krefeld;8
103172;Krefeld, GG Grotenburg;BR DÅsseldorf;Stadt Krefeld;Krefeld;2
103184;Krefeld, GG Buchenschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;8
103196;Krefeld, GG Bismarckschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;4
103202;Krefeld, GG Forstwaldschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;2
103214;Leverkusen, GG Regenbogen;BR Kîln;Stadt Leverkusen;Leverkusen;9
103226;Leverkusen, GG Kerschensteiner;BR Kîln;Stadt Leverkusen;Leverkusen;6
103240;Leverkusen, GG Astrid-Lindgren;BR Kîln;Stadt Leverkusen;Leverkusen;4
103251;Leverkusen, GG Waldschule;BR Kîln;Stadt Leverkusen;Leverkusen;2
103263;Leverkusen, KG In der Wasserkuhl;BR Kîln;Stadt Leverkusen;Leverkusen;2
103287;Leverkusen, KG Mîwenschule;BR Kîln;Stadt Leverkusen;Leverkusen;6
103299;Leverkusen, KG Thomas-Morus-Schule;BR Kîln;Stadt Leverkusen;Leverkusen;5
103305;Leverkusen, KG Burgweg;BR Kîln;Stadt Leverkusen;Leverkusen;5
103317;Leverkusen, KG Gezelin;BR Kîln;Stadt Leverkusen;Leverkusen;2
103330;Leverkusen, GG Heinrich-LÅbke-Str.;BR Kîln;Stadt Leverkusen;Leverkusen;9
103342;Leverkusen, GG Morsbroicher Str.;BR Kîln;Stadt Leverkusen;Leverkusen;3
103354;Leverkusen, GG Dînhoffstr.;BR Kîln;Stadt Leverkusen;Leverkusen;9
103366;Leverkusen, GG Im Steinfeld;BR Kîln;Stadt Leverkusen;Leverkusen;3
103378;Leverkusen, GG Theodor-Fontane;BR Kîln;Stadt Leverkusen;Leverkusen;5
103380;Leverkusen, GG Erich-Klausener-Schule;BR Kîln;Stadt Leverkusen;Leverkusen;9
103410;Mînchengladbach, GG Neuwerk;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;5
103421;Mînchengladbach,KG (Verb.) BrÅckenschule;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;1
103433;Mînchengladbach, KG Zeppelinstra·e;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;5
103445;Mînchengladbach, GG Hardt;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;3
103500;Mînchengladbach, KG Ohler;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;3
103512;Mînchengladbach, KG Uedding;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
103524;Mînchengladbach, KG (Verb.) Venn;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;2
103536;Mînchengladbach, KG (Verb.) Will-Sommer;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;3
103561;Mînchengladbach, GG Anton-Heinen;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;7
103573;Mînchengladbach, GG Carl-Sonnenschein;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;9
103627;Mînchengladbach, KG Untereicken;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;7
103639;Mînchengladbach, GG Franz-Wamich;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;9
103652;Mînchengladbach, KG Anna;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;2
103676;Mînchengladbach, GG Pesch;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;4
103690;Mînchengladbach, KG (Verb.) Holt;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;4
103720;Mînchengladbach, GG Schulstr.;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;8
103731;Mînchengladbach, GG Eicken;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
103755;Mînchengladbach, GG (Verb.) Vitusschule;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;5
103780;MÅlheim an der Ruhr, GG Am Sunderplatz;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;2
103809;MÅlheim an der Ruhr, KG Schildbergschule;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;3
103822;MÅlheim an der Ruhr, GG Filchnerstra·e;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;2
103834;MÅlheim an der Ruhr, GG am Oemberg;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;1
103846;MÅlheim an der Ruhr,GG am Dichterviertel;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;7
103858;MÅlheim an der Ruhr, GG Barbaraschule;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;2
103860;MÅlheim an der Ruhr, GG (Verb) Augusta;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;9
103913;MÅlheim an der Ruhr, KG Martin-von-Tours;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;8
103925;MÅlheim an der Ruhr, KG Katharinenschule;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;4
103949;MÅlheim an der Ruhr,GG Pestalozzi-Schule;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;8
103950;MÅlheim an der Ruhr, GG Zunftmeisterstr.;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;9
103962;MÅlheim an der Ruhr, GG Trooststr.;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;5
103974;MÅlheim an der Ruhr, GG Steigerweg;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;4
103998;MÅlheim an der Ruhr, GG (Verb.) Lierberg;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;4
104000;MÅlheim an der Ruhr, GG Saarnberg;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;3
104012;MÅlheim an der Ruhr, GG Erich KÑstner;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;7
104036;MÅlheim an der Ruhr, GG Heinrichstra·e;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;5
104048;MÅlheim an der Ruhr, GG Astrid Lindgren;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;8
104073;MÅlheim an der Ruhr, GG Klostermarkt;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;3
104085;MÅlheim an der Ruhr, GG Hîlterschule;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;2
104103;Neuss, GG Albert-Schweitzer-Schule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;4
104115;Neuss, KG MÅnsterschule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;7
104127;Neuss, GG St. Martinus;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;4
104139;Neuss, KG Pestalozzischule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;4
104140;Neuss, GG St. Konrad;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;5
104164;Neuss, EG Adolf Clarenbach Schule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;2
104188;Neuss, GG (Verb.) Die BrÅcke;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;9
104190;Neuss, GG Friedrich-von-Bodelschwingh;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;5
104206;Neuss, EG Martin-Luther;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;4
104220;Neuss, KG Leo;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;5
104231;Neuss, GG Kreuzschule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;8
104243;Neuss, KG Karl-Kreiner;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;4
104279;Neuss, KG Gîrres;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;4
104280;Neuss, KG Burgunderschule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;7
104292;Neuss, GG St. Hubertus;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;3
104310;Neuss, KG Dreikînigenschule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;5
104346;Oberhausen, GG Concordia;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;9
104358;Oberhausen, GG am Froschenteich;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104360;Oberhausen, GG Hartmann;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;3
104371;Oberhausen, GG Melanchthon;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104401;Oberhausen, GG Bismarckschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;3
104413;Oberhausen, GG BrÅder-Grimm;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;9
104425;Oberhausen, GG Falkenstein;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;8
104437;Oberhausen, GG Kînig;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104449;Oberhausen, GG Kastell;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104462;Oberhausen, GG Robert-Koch-Schule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;5
104528;Oberhausen, GG Hirschkamp;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;1
104541;Oberhausen, GG Jacobischule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104565;Oberhausen, GG Rolandschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;5
104577;Oberhausen, GG Astrid-Lindgren-Schule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;6
104589;Oberhausen, GG Steinbrinkschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;7
104607;Oberhausen, GG Erich KÑstner-Schule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;8
104619;Oberhausen, GG Landwehrschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;5
104620;Oberhausen, GG Adolf-Feld-Schule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;9
104632;Oberhausen, KG Marienschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104644;Oberhausen, GG Alsfeldschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;3
104656;Oberhausen, KG Luisen;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104670;Oberhausen, KG Postwegschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;3
104681;Oberhausen, KG Overbergschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;7
104693;Oberhausen, GG Buschhausen;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104700;Oberhausen, KG Ruhrschule;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
104796;Remscheid, GG Mannesmann;BR DÅsseldorf;Stadt Remscheid;Remscheid;8
104802;Remscheid, GG (Verb.) Dîrpfeld;BR DÅsseldorf;Stadt Remscheid;Remscheid;6
104814;Remscheid, GG Hasten;BR DÅsseldorf;Stadt Remscheid;Remscheid;4
104838;Remscheid, GG Kremenholl;BR DÅsseldorf;Stadt Remscheid;Remscheid;8
104840;Remscheid, GG Daniel-SchÅrmann;BR DÅsseldorf;Stadt Remscheid;Remscheid;9
104851;Remscheid, GG am Stadtpark;BR DÅsseldorf;Stadt Remscheid;Remscheid;7
104863;Remscheid, GG Freiherr-vom-Stein-Schule;BR DÅsseldorf;Stadt Remscheid;Remscheid;4
104875;Remscheid, GG Steinberg;BR DÅsseldorf;Stadt Remscheid;Remscheid;8
104887;Remscheid, GG Siepen;BR DÅsseldorf;Stadt Remscheid;Remscheid;2
104905;Remscheid, GG Walther-Hartmann-Schule;BR DÅsseldorf;Stadt Remscheid;Remscheid;7
104917;Remscheid, GG Eisernstein;BR DÅsseldorf;Stadt Remscheid;Remscheid;6
104929;Remscheid, GG Hasenberg;BR DÅsseldorf;Stadt Remscheid;Remscheid;6
104930;Remscheid, GG Reinshagen;BR DÅsseldorf;Stadt Remscheid;Remscheid;3
104954;Remscheid, GG (Verb.) Adolf-Clarenbach;BR DÅsseldorf;Stadt Remscheid;Remscheid;2
104966;Remscheid, KG (Verb.) Franziskus;BR DÅsseldorf;Stadt Remscheid;Remscheid;3
104991;Remscheid, KG (Verb.) Menninghausen;BR DÅsseldorf;Stadt Remscheid;Remscheid;4
105004;Mînchengladbach, KG Bell;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;3
105041;Mînchengladbach, KG Nordstr.;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
105065;Mînchengladbach, GG Waisenhausstra·e;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;9
105089;Mînchengladbach, GG Astrid-Lindgren;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;7
105090;Mînchengladbach, GG MÅlfort-Dohr;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;8
105107;Mînchengladbach, GG Erich KÑstner;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
105119;Mînchengladbach, GG Hermann-Gmeiner;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
105120;Mînchengladbach, EG Pahlkestr.;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;8
105132;Mînchengladbach, GG Heyden;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;8
105144;Mînchengladbach, GG Steinsstra·e;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;7
105156;Mînchengladbach, GG Hockstein;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;4
105170;Mînchengladbach,KG (Verb) Giesenkirchen;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;3
105181;Mînchengladbach,GG Schule im Burgbongert;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
105193;Mînchengladbach, KG Meerkamp;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;2
105211;Solingen, GG am Rosenkamp;BR DÅsseldorf;Stadt Solingen;Solingen;4
105223;Solingen, GG Westersburg;BR DÅsseldorf;Stadt Solingen;Solingen;6
105235;Solingen, GG Gottlieb-Heinrich-Stra·e;BR DÅsseldorf;Stadt Solingen;Solingen;4
105247;Solingen, GG StÅbchen;BR DÅsseldorf;Stadt Solingen;Solingen;3
105259;Solingen, GG Weyer;BR DÅsseldorf;Stadt Solingen;Solingen;3
105260;Solingen, GG Gerberstr.;BR DÅsseldorf;Stadt Solingen;Solingen;3
105272;Solingen, GG Erholungstr.;BR DÅsseldorf;Stadt Solingen;Solingen;4
105284;Solingen, GG Bogenstr.;BR DÅsseldorf;Stadt Solingen;Solingen;4
105296;Solingen, GG SÅdstra·e;BR DÅsseldorf;Stadt Solingen;Solingen;4
105302;Solingen, GG Bîckerhof;BR DÅsseldorf;Stadt Solingen;Solingen;4
105314;Solingen, GG Aufderhîhe;BR DÅsseldorf;Stadt Solingen;Solingen;1
105363;Solingen, GG Yorckstr.;BR DÅsseldorf;Stadt Solingen;Solingen;5
105375;Solingen, GG Wiener Str.;BR DÅsseldorf;Stadt Solingen;Solingen;3
105387;Solingen, GG BÅnkenberg-Widdert;BR DÅsseldorf;Stadt Solingen;Solingen;3
105399;Solingen, GG SchÅtzenstra·e;BR DÅsseldorf;Stadt Solingen;Solingen;5
105405;Solingen, GG Scheidter Str.;BR DÅsseldorf;Stadt Solingen;Solingen;8
105417;Solingen, GG Meigen;BR DÅsseldorf;Stadt Solingen;Solingen;3
105429;Solingen, GG Kreuzweg;BR DÅsseldorf;Stadt Solingen;Solingen;5
105430;Solingen, GG Klauberg;BR DÅsseldorf;Stadt Solingen;Solingen;8
105442;Solingen, GG Katternberger Str.;BR DÅsseldorf;Stadt Solingen;Solingen;8
105454;Wuppertal, KG Windthorststr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;6
105466;Wuppertal, KG Wichlinghauser Str.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
105478;Wuppertal, KG Angelo-Roncalli-Schule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;6
105480;Wuppertal, KG Sankt-Michael;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;4
105510;Wuppertal, KG Am Engelnberg;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105521;Wuppertal, KG HombÅchel;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
105533;Wuppertal, KG Cornelius-Schule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
105545;Wuppertal, KG Sankt-Antonius-Schule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105569;Wuppertal, KG Alarichstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105582;Wuppertal, EG Dieckerhoffstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
105594;Wuppertal, GG Nathrather Stra·e;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;5
105600;Wuppertal, GG Sillerstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;6
105624;Wuppertal, GG Opphofer Str.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
105636;Wuppertal, EG Sophienschule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;5
105648;Wuppertal, GG Liegnitzer Str.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105650;Wuppertal, GG Ferdinand-Lassalle-Str.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;5
105661;Wuppertal, GG Gebhardtstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105673;Wuppertal, GG Friedhofstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105685;Wuppertal, GG Engelbert-WÅster-Weg;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
105697;Wuppertal, GG Eichenstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105703;Wuppertal, GG Echoer Str.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;2
105715;Wuppertal, GG Hammesberger Weg;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
105727;Wuppertal, GG am Nocken;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;6
105739;Wuppertal, GG Hottenstein;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;4
105740;Wuppertal, GG Thorner Str.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;4
105752;Wuppertal, GG SchÅtzenstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105776;Wuppertal, GG Mercklinghausstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105788;Wuppertal, GG Berg-Mark-Stra·e;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;7
105790;Wuppertal, GG Am Mirker Bach;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105820;Wuppertal, GG Europa;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;5
105831;Wuppertal, GG Rottsieper Hîhe;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;1
105855;Wuppertal, GG Reichsgrafenstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;7
105867;Wuppertal, GG Am NÅtzenberg;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;5
105879;Wuppertal, GG Marper Schulweg;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
105880;Wuppertal, GG Markomannenstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
105892;Wuppertal, GG Marienstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;7
105909;Wuppertal, GG Kruppstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;3
105910;Wuppertal, GG Kînigshîher Weg;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
105922;Wuppertal, GG (Verb.) Fritz-Harkort;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;4
105946;Wuppertal, GG Meyerstrasse;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105958;Wuppertal, GG Hesselnberg;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105971;Wuppertal, GG Germanenstr.;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;8
105983;Wuppertal, GG Peterstra·e;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;4
105995;Wuppertal, GG Hermann-Herberts-Schule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;4
